organ,cell type,id,Location
Epithelial cells,fgfr1highnme5- epithelial cell,7058,4
Epithelial cells,fgfr1highnme5- epithelial cell,7204,4
Epithelial cells,fgfr1highnme5- epithelial cell,7106,4
Epithelial cells,fgfr1highnme5- epithelial cell,196740,4
Epithelial cells,fgfr1lownme5- epithelial cell,9575,1
Epithelial cells,fgfr1lownme5- epithelial cell,23373,1
Epithelial cells,fgfr1lownme5- epithelial cell,54537,1
Epithelial cells,fgfr1lownme5- epithelial cell,84456,1
Epithelial cells,fgfr1lownme5- epithelial cell,129401,1
Epithelial cells,fgfr1lownme5- epithelial cell,114825,1
Epithelial cells,fgfr1lownme5- epithelial cell,6932,1
Epithelial cells,fgfr1lownme5- epithelial cell,80312,1
Epithelial cells,fgfr1lownme5- epithelial cell,58499,1
Epithelial cells,fgfr1lownme5- epithelial cell,197322,2
Epithelial cells,fgfr1lownme5- epithelial cell,80071,2
Epithelial cells,fgfr1lownme5- epithelial cell,29965,2
Epithelial cells,fgfr1lownme5- epithelial cell,9595,2
Epithelial cells,fgfr1lownme5- epithelial cell,81624,2
Epithelial cells,fgfr1lownme5- epithelial cell,138311,2
Epithelial cells,fgfr1lownme5- epithelial cell,51477,2
Epithelial cells,fgfr1lownme5- epithelial cell,7805,2
Epithelial cells,fgfr1lownme5- epithelial cell,84946,2
Epithelial cells,fgfr1lownme5- epithelial cell,55796,2
Epithelial cells,fgfr1lownme5- epithelial cell,63933,2
Epithelial cells,fgfr1lownme5- epithelial cell,65009,2
Epithelial cells,fgfr1lownme5- epithelial cell,23279,2
Epithelial cells,fgfr1lownme5- epithelial cell,8800,2
Epithelial cells,fgfr1lownme5- epithelial cell,64145,2
Epithelial cells,fgfr1lownme5- epithelial cell,115992,2
Epithelial cells,fgfr1lownme5- epithelial cell,30011,2
Epithelial cells,fgfr1lownme5- epithelial cell,7185,2
Epithelial cells,fgfr1lownme5- epithelial cell,27106,3
Epithelial cells,fgfr1lownme5- epithelial cell,84798,3
Epithelial cells,fgfr1lownme5- epithelial cell,1043,3
Epithelial cells,fgfr1lownme5- epithelial cell,969,3
Epithelial cells,fgfr1lownme5- epithelial cell,79877,3
Epithelial cells,fgfr1lownme5- epithelial cell,3338,3
Epithelial cells,fgfr1lownme5- epithelial cell,84668,3
Epithelial cells,fgfr1lownme5- epithelial cell,10634,3
Epithelial cells,fgfr1lownme5- epithelial cell,8522,3
Epithelial cells,fgfr1lownme5- epithelial cell,3587,3
Epithelial cells,fgfr1lownme5- epithelial cell,126298,3
Epithelial cells,fgfr1lownme5- epithelial cell,171391,3
Epithelial cells,fgfr1lownme5- epithelial cell,9404,3
Epithelial cells,fgfr1lownme5- epithelial cell,113655,3
Epithelial cells,fgfr1lownme5- epithelial cell,57157,3
Epithelial cells,fgfr1lownme5- epithelial cell,5305,3
Epithelial cells,fgfr1lownme5- epithelial cell,84687,3
Epithelial cells,fgfr1lownme5- epithelial cell,101926888,3
Epithelial cells,fgfr1lownme5- epithelial cell,116832,3
Epithelial cells,fgfr1lownme5- epithelial cell,6515,3
Epithelial cells,fgfr1lownme5- epithelial cell,84221,3
Epithelial cells,fgfr1lownme5- epithelial cell,92703,3
Epithelial cells,fgfr1lownme5- epithelial cell,7701,3
Epithelial cells,fgfr1lownme5- epithelial cell,9635,4
Epithelial cells,fgfr1lownme5- epithelial cell,2170,4
Epithelial cells,fgfr1lownme5- epithelial cell,2817,4
Stromal cells,fibroblast,10438,1
Stromal cells,fibroblast,64641,1
Stromal cells,fibroblast,51659,1
Stromal cells,fibroblast,9421,1
Stromal cells,fibroblast,8091,1
Stromal cells,fibroblast,4288,1
Stromal cells,fibroblast,7025,1
Stromal cells,fibroblast,116039,1
Stromal cells,fibroblast,7153,1
Stromal cells,fibroblast,6943,1
Stromal cells,fibroblast,30827,1
Stromal cells,fibroblast,1026,1
Stromal cells,fibroblast,9757,1
Stromal cells,fibroblast,4609,1
Stromal cells,fibroblast,117581,1
Stromal cells,fibroblast,5075,1
Stromal cells,fibroblast,4695,2
Stromal cells,fibroblast,800,2
Stromal cells,fibroblast,5320,2
Stromal cells,fibroblast,6615,2
Stromal cells,fibroblast,6999,2
Stromal cells,fibroblast,7431,2
Stromal cells,fibroblast,3856,2
Stromal cells,fibroblast,5159,2
Stromal cells,fibroblast,6876,2
Stromal cells,fibroblast,4629,2
Stromal cells,fibroblast,1063,2
Stromal cells,fibroblast,22924,2
Stromal cells,fibroblast,3437,2
Stromal cells,fibroblast,56925,2
Stromal cells,fibroblast,9768,2
Stromal cells,fibroblast,27295,2
Stromal cells,fibroblast,5396,2
Stromal cells,fibroblast,5730,2
Stromal cells,fibroblast,6332,2
Stromal cells,fibroblast,7298,2
Stromal cells,fibroblast,1291,2
Stromal cells,fibroblast,1490,2
Stromal cells,fibroblast,5350,2
Stromal cells,fibroblast,4653,2
Stromal cells,fibroblast,10970,2
Stromal cells,fibroblast,4638,2
Stromal cells,fibroblast,8490,2
Stromal cells,fibroblast,2621,2
Stromal cells,fibroblast,2934,2
Stromal cells,fibroblast,10210,2
Stromal cells,fibroblast,5033,2
Stromal cells,fibroblast,871,2
Stromal cells,fibroblast,4619,2
Stromal cells,fibroblast,4625,2
Stromal cells,fibroblast,6678,2
Stromal cells,fibroblast,4489,2
Stromal cells,fibroblast,7130,2
Stromal cells,fibroblast,348,2
Stromal cells,fibroblast,200576,2
Stromal cells,fibroblast,3861,2
Stromal cells,fibroblast,8613,2
Stromal cells,fibroblast,6383,2
Stromal cells,fibroblast,7134,2
Stromal cells,fibroblast,2919,2
Stromal cells,fibroblast,4257,2
Stromal cells,fibroblast,5154,2
Stromal cells,fibroblast,8854,2
Stromal cells,fibroblast,9232,2
Stromal cells,fibroblast,5788,3
Stromal cells,fibroblast,59,3
Stromal cells,fibroblast,915,3
Stromal cells,fibroblast,924,3
Stromal cells,fibroblast,3880,3
Stromal cells,fibroblast,5156,3
Stromal cells,fibroblast,10630,3
Stromal cells,fibroblast,343450,3
Stromal cells,fibroblast,3958,3
Stromal cells,fibroblast,64220,3
Stromal cells,fibroblast,7070,3
Stromal cells,fibroblast,3688,3
Stromal cells,fibroblast,2210,3
Stromal cells,fibroblast,3383,3
Stromal cells,fibroblast,285016,3
Stromal cells,fibroblast,100133941,3
Stromal cells,fibroblast,51266,3
Stromal cells,fibroblast,387934,3
Stromal cells,fibroblast,387755,3
Stromal cells,fibroblast,118427,3
Stromal cells,fibroblast,10267,3
Stromal cells,fibroblast,216,3
Stromal cells,fibroblast,4921,3
Stromal cells,fibroblast,103910,3
Stromal cells,fibroblast,56901,3
Stromal cells,fibroblast,976,3
Stromal cells,fibroblast,9332,3
Stromal cells,fibroblast,948,3
Stromal cells,fibroblast,27122,3
Stromal cells,fibroblast,5783,3
Stromal cells,fibroblast,857,3
Stromal cells,fibroblast,10398,3
Stromal cells,fibroblast,2258,3
Stromal cells,fibroblast,147495,3
Stromal cells,fibroblast,1803,3
Stromal cells,fibroblast,10894,3
Stromal cells,fibroblast,55384,3
Stromal cells,fibroblast,6606,3
Stromal cells,fibroblast,9865,3
Stromal cells,fibroblast,387763,3
Stromal cells,fibroblast,1604,3
Stromal cells,fibroblast,2687,3
Stromal cells,fibroblast,221476,3
Stromal cells,fibroblast,223117,3
Stromal cells,fibroblast,11065,3
Stromal cells,fibroblast,929,3
Stromal cells,fibroblast,5175,3
Stromal cells,fibroblast,947,3
Stromal cells,fibroblast,960,3
Stromal cells,fibroblast,4907,3
Stromal cells,fibroblast,1277,4
Stromal cells,fibroblast,1281,4
Stromal cells,fibroblast,1289,4
Stromal cells,fibroblast,6275,4
Stromal cells,fibroblast,345,4
Stromal cells,fibroblast,1056,4
Stromal cells,fibroblast,1278,4
Stromal cells,fibroblast,1634,4
Stromal cells,fibroblast,715,4
Stromal cells,fibroblast,4015,4
Stromal cells,fibroblast,8404,4
Stromal cells,fibroblast,4060,4
Stromal cells,fibroblast,3627,4
Stromal cells,fibroblast,3488,4
Stromal cells,fibroblast,3671,4
Stromal cells,fibroblast,10631,4
Stromal cells,fibroblast,9507,4
Stromal cells,fibroblast,558,4
Stromal cells,fibroblast,1462,4
Stromal cells,fibroblast,2192,4
Stromal cells,fibroblast,2022,4
Stromal cells,fibroblast,54361,4
Stromal cells,fibroblast,3569,4
Stromal cells,fibroblast,6423,4
Stromal cells,fibroblast,347,4
Stromal cells,fibroblast,1690,4
Stromal cells,fibroblast,4313,4
Stromal cells,fibroblast,650,4
Stromal cells,fibroblast,651,4
Stromal cells,fibroblast,6366,4
Stromal cells,fibroblast,340267,4
Stromal cells,fibroblast,256076,4
Stromal cells,fibroblast,1299,4
Stromal cells,fibroblast,10563,4
Stromal cells,fibroblast,8788,4
Stromal cells,fibroblast,2662,4
Stromal cells,fibroblast,2878,4
Stromal cells,fibroblast,26585,4
Stromal cells,fibroblast,4153,4
Stromal cells,fibroblast,4320,4
Stromal cells,fibroblast,4852,4
Stromal cells,fibroblast,5764,4
Stromal cells,fibroblast,57758,4
Stromal cells,fibroblast,7980,4
Stromal cells,fibroblast,8600,4
Stromal cells,fibroblast,81029,4
Stromal cells,fibroblast,2335,4
Stromal cells,fibroblast,5054,4
Stromal cells,fibroblast,7482,4
Stromal cells,fibroblast,4256,4
Stromal cells,fibroblast,1280,4
Stromal cells,fibroblast,4054,4
Stromal cells,fibroblast,84570,4
Stromal cells,fibroblast,1292,4
Stromal cells,fibroblast,2199,4
Stromal cells,fibroblast,2200,4
Stromal cells,fibroblast,268,4
Stromal cells,fibroblast,9943,4
Stromal cells,fibroblast,6279,4
Stromal cells,fibroblast,6280,4
Stromal cells,fibroblast,5212,4
Stromal cells,fibroblast,6387,4
Stromal cells,fibroblast,5270,4
Stromal cells,fibroblast,6320,4
Stromal cells,fibroblast,633,4
Stromal cells,fibroblast,1301,4
Stromal cells,fibroblast,2701,4
Stromal cells,fibroblast,84870,4
Stromal cells,fibroblast,6363,4
Stromal cells,fibroblast,6347,4
Stromal cells,fibroblast,80781,4
Stromal cells,fibroblast,9547,4
Stromal cells,fibroblast,629,4
Stromal cells,fibroblast,54587,4
Stromal cells,fibroblast,5118,4
Stromal cells,fibroblast,1302,4
Stromal cells,fibroblast,1282,4
Stromal cells,fibroblast,3485,4
Stromal cells,fibroblast,3490,4
Stromal cells,fibroblast,7076,4
Stromal cells,fibroblast,54829,4
Stromal cells,fibroblast,7373,4
Stromal cells,fibroblast,1464,4
Stromal cells,fibroblast,2920,4
Stromal cells,fibroblast,78989,4
Stromal cells,fibroblast,4162,4
Stromal cells,fibrocyte,5788,3
Blood & immune cells,foam cell,19,2
Blood & immune cells,foam cell,9619,2
Blood & immune cells,foam cell,4973,3
Blood & immune cells,foam cell,4318,4
Blood & immune cells,follicular b cell,6419,1
Blood & immune cells,follicular b cell,4929,1
Blood & immune cells,follicular b cell,29124,1
Blood & immune cells,follicular b cell,5966,1
Blood & immune cells,follicular b cell,972,2
Blood & immune cells,follicular b cell,55024,2
Blood & immune cells,follicular b cell,9214,2
Blood & immune cells,follicular b cell,3127,2
Blood & immune cells,follicular b cell,8115,2
Blood & immune cells,follicular b cell,8531,2
Blood & immune cells,follicular b cell,973,3
Blood & immune cells,follicular b cell,931,3
Blood & immune cells,follicular b cell,3741,3
Blood & immune cells,follicular b cell,969,3
Blood & immune cells,follicular b cell,9308,3
Blood & immune cells,follicular b cell,1880,3
Blood & immune cells,follicular b cell,283663,3
Blood & immune cells,follicular b cell,6402,3
Blood & immune cells,follicular b cell,930,3
Blood & immune cells,follicular b cell,933,3
Blood & immune cells,follicular b cell,1380,3
Blood & immune cells,follicular b cell,2208,4
Blood & immune cells,follicular b cell,974,4
Blood & immune cells,follicular b cell,3495,4
Blood & immune cells,follicular b cell,3566,4
Blood & immune cells,follicular dendritic cell,1380,3
Blood & immune cells,follicular dendritic cell,1378,3
Blood & immune cells,follicular dendritic cell,2208,4
Blood & immune cells,follicular helper (tfh) t cell,604,1
Blood & immune cells,follicular helper (tfh) t cell,5133,3
Blood & immune cells,follicular helper (tfh) t cell,4321,4
Blood & immune cells,follicular helper (tfh) t cell,10563,4
Blood & immune cells,follicular helper (tfh) t cell,29851,4
Epithelial cells,foxn4+ cell,86,1
Epithelial cells,foxn4+ cell,56938,1
Epithelial cells,foxn4+ cell,836,1
Epithelial cells,foxn4+ cell,81620,1
Epithelial cells,foxn4+ cell,79019,1
Epithelial cells,foxn4+ cell,10926,1
Epithelial cells,foxn4+ cell,85359,1
Epithelial cells,foxn4+ cell,144455,1
Epithelial cells,foxn4+ cell,79733,1
Epithelial cells,foxn4+ cell,2302,1
Epithelial cells,foxn4+ cell,121643,1
Epithelial cells,foxn4+ cell,3070,1
Epithelial cells,foxn4+ cell,4150,1
Epithelial cells,foxn4+ cell,345643,1
Epithelial cells,foxn4+ cell,4610,1
Epithelial cells,foxn4+ cell,51491,1
Epithelial cells,foxn4+ cell,7468,1
Epithelial cells,foxn4+ cell,5441,1
Epithelial cells,foxn4+ cell,5496,1
Epithelial cells,foxn4+ cell,10728,1
Epithelial cells,foxn4+ cell,91607,1
Epithelial cells,foxn4+ cell,6637,1
Epithelial cells,foxn4+ cell,6882,1
Epithelial cells,foxn4+ cell,29089,1
Epithelial cells,foxn4+ cell,10950,2
Epithelial cells,foxn4+ cell,23589,2
Epithelial cells,foxn4+ cell,10309,2
Epithelial cells,foxn4+ cell,166979,2
Epithelial cells,foxn4+ cell,983,2
Epithelial cells,foxn4+ cell,10263,2
Epithelial cells,foxn4+ cell,1029,2
Epithelial cells,foxn4+ cell,51142,2
Epithelial cells,foxn4+ cell,1719,2
Epithelial cells,foxn4+ cell,8894,2
Epithelial cells,foxn4+ cell,4616,2
Epithelial cells,foxn4+ cell,8836,2
Epithelial cells,foxn4+ cell,51527,2
Epithelial cells,foxn4+ cell,219844,2
Epithelial cells,foxn4+ cell,3638,2
Epithelial cells,foxn4+ cell,51477,2
Epithelial cells,foxn4+ cell,143888,2
Epithelial cells,foxn4+ cell,389816,2
Epithelial cells,foxn4+ cell,4751,2
Epithelial cells,foxn4+ cell,4942,2
Epithelial cells,foxn4+ cell,284098,2
Epithelial cells,foxn4+ cell,10733,2
Epithelial cells,foxn4+ cell,5634,2
Epithelial cells,foxn4+ cell,11168,2
Epithelial cells,foxn4+ cell,5702,2
Epithelial cells,foxn4+ cell,51495,2
Epithelial cells,foxn4+ cell,5902,2
Epithelial cells,foxn4+ cell,5925,2
Epithelial cells,foxn4+ cell,55920,2
Epithelial cells,foxn4+ cell,25914,2
Epithelial cells,foxn4+ cell,6491,2
Epithelial cells,foxn4+ cell,6867,2
Epithelial cells,foxn4+ cell,79022,2
Epithelial cells,foxn4+ cell,7298,2
Epithelial cells,foxn4+ cell,8975,2
Epithelial cells,foxn4+ cell,80349,2
Epithelial cells,foxn4+ cell,8751,3
Epithelial cells,foxn4+ cell,112694756,3
Epithelial cells,foxn4+ cell,4882,3
Epithelial cells,foxn4+ cell,10123,3
Epithelial cells,foxn4+ cell,25805,3
Epithelial cells,foxn4+ cell,26973,3
Epithelial cells,foxn4+ cell,23333,3
Epithelial cells,foxn4+ cell,2023,3
Epithelial cells,foxn4+ cell,23366,3
Epithelial cells,foxn4+ cell,143903,3
Epithelial cells,foxn4+ cell,3932,3
Epithelial cells,foxn4+ cell,81831,3
Epithelial cells,foxn4+ cell,124222,3
Epithelial cells,foxn4+ cell,5761,3
Epithelial cells,foxn4+ cell,6941,3
Epithelial cells,foxn4+ cell,92104,3
Epithelial cells,foxn4+ cell,7533,3
Epithelial cells,foxn4+ cell,87,4
Epithelial cells,foxn4+ cell,4069,4
Epithelial cells,foxn4+ cell,5046,4
Epithelial cells,foxn4+ cell,51768,4
Blood & immune cells,foxp3+ natural regulatory t (treg) cell,3559,3
Blood & immune cells,foxp3+ natural regulatory t (treg) cell,920,3
Blood & immune cells,foxp3+ natural regulatory t (treg) cell,923,3
Nerve cells,gabaergic neuron,140679,3
Nerve cells,gabaergic neuron,2572,3
Nerve cells,gabaergic neuron,2571,3
Blood & immune cells,gamma delta(γδ) t cell,10485,1
Blood & immune cells,gamma delta(γδ) t cell,4818,2
Blood & immune cells,gamma delta(γδ) t cell,4684,3
Blood & immune cells,gamma delta(γδ) t cell,2999,3
Blood & immune cells,gamma delta(γδ) t cell,3820,3
Blood & immune cells,gamma delta(γδ) t cell,28526,3
Blood & immune cells,gamma delta(γδ) t cell,28517,3
Blood & immune cells,gamma delta(γδ) t cell,6983,3
Blood & immune cells,gamma delta(γδ) t cell,1234,3
Blood & immune cells,gamma delta(γδ) t cell,10663,3
Blood & immune cells,gamma delta(γδ) t cell,915,3
Blood & immune cells,gamma delta(γδ) t cell,338557,3
Blood & immune cells,gamma delta(γδ) t cell,400120,3
Blood & immune cells,gamma delta(γδ) t cell,11075,3
Blood & immune cells,gamma delta(γδ) t cell,914,3
Blood & immune cells,gamma delta(γδ) t cell,916,3
Blood & immune cells,gamma delta(γδ) t cell,920,3
Blood & immune cells,gamma delta(γδ) t cell,921,3
Blood & immune cells,gamma delta(γδ) t cell,924,3
Blood & immune cells,gamma delta(γδ) t cell,925,3
Blood & immune cells,gamma delta(γδ) t cell,57282,3
Blood & immune cells,gamma delta(γδ) t cell,6967,3
Blood & immune cells,gamma delta(γδ) t cell,9437,3
Blood & immune cells,gamma delta(γδ) t cell,55359,3
Blood & immune cells,gamma delta(γδ) t cell,7192,3
Blood & immune cells,gamma delta(γδ) t cell,6965,3
Blood & immune cells,gamma delta(γδ) t cell,11126,3
Blood & immune cells,gamma delta(γδ) t cell,11178,3
Blood & immune cells,gamma delta(γδ) t cell,6964,3
Blood & immune cells,gamma delta(γδ) t cell,940,3
Blood & immune cells,gamma delta(γδ) t cell,969,3
Blood & immune cells,gamma delta(γδ) t cell,486,4
Blood & immune cells,gamma delta(γδ) t cell,6352,4
Blood & immune cells,gamma delta(γδ) t cell,926,4
Blood & immune cells,gamma delta(γδ) t cell,10578,4
Nerve cells,ganglion cell,1879,1
Nerve cells,ganglion cell,5458,1
Nerve cells,ganglion cell,22924,2
Nerve cells,ganglion cell,6623,2
Nerve cells,ganglion cell,214,3
Nerve cells,ganglion cell,6900,3
Nerve cells,ganglion cell,2596,3
Nerve cells,ganglion cell,4741,3
Nerve cells,ganglion cell,51299,3
Epithelial cells,gastric chief cell,168620,3
Epithelial cells,gastric chief cell,5590,3
Stem cells,gastric stem cell,861,1
Stem cells,gastric stem cell,6657,1
Stem cells,gastric stem cell,8549,2
Stem cells,gastric stem cell,168620,3
Stem cells,gastric stem cell,55504,3
Malignant cells,Gastrointestinal tract malignant cells,55107,3
Sex cells,germ cell,359787,1
Sex cells,germ cell,814,1
Sex cells,germ cell,11144,1
Sex cells,germ cell,1761,1
Sex cells,germ cell,93953,1
Sex cells,germ cell,127540,1
Sex cells,germ cell,23195,1
Sex cells,germ cell,4288,1
Sex cells,germ cell,78990,1
Sex cells,germ cell,58531,1
Sex cells,germ cell,27127,1
Sex cells,germ cell,202051,1
Sex cells,germ cell,132851,1
Sex cells,germ cell,284680,1
Sex cells,germ cell,9633,1
Sex cells,germ cell,11091,1
Sex cells,germ cell,373861,1
Sex cells,germ cell,79923,1
Sex cells,germ cell,5620,1
Sex cells,germ cell,64321,1
Sex cells,germ cell,7141,1
Sex cells,germ cell,8433,1
Sex cells,germ cell,54514,2
Sex cells,germ cell,9210,2
Sex cells,germ cell,1618,2
Sex cells,germ cell,2661,2
Sex cells,germ cell,126206,2
Sex cells,germ cell,57167,2
Sex cells,germ cell,326340,2
Sex cells,germ cell,282679,2
Sex cells,germ cell,125965,2
Sex cells,germ cell,170712,2
Sex cells,germ cell,341947,2
Sex cells,germ cell,148327,2
Sex cells,germ cell,1390,2
Sex cells,germ cell,6993,2
Sex cells,germ cell,646480,2
Sex cells,germ cell,112703,2
Sex cells,germ cell,8468,2
Sex cells,germ cell,168391,2
Sex cells,germ cell,51361,2
Sex cells,germ cell,94086,2
Sex cells,germ cell,132141,2
Sex cells,germ cell,644890,2
Sex cells,germ cell,54456,2
Sex cells,germ cell,5535,2
Sex cells,germ cell,402381,2
Sex cells,germ cell,346673,2
Sex cells,germ cell,54457,2
Sex cells,germ cell,56154,2
Sex cells,germ cell,84066,2
Sex cells,germ cell,7022,2
Sex cells,germ cell,60385,2
Sex cells,germ cell,148066,2
Sex cells,germ cell,56,2
Sex cells,germ cell,10880,2
Sex cells,germ cell,2261,2
Sex cells,germ cell,4904,2
Sex cells,germ cell,51087,2
Sex cells,germ cell,642559,3
Sex cells,germ cell,50511,3
Sex cells,germ cell,8852,3
Sex cells,germ cell,85438,3
Sex cells,germ cell,25858,3
Sex cells,germ cell,728621,3
Sex cells,germ cell,10047,3
Sex cells,germ cell,1768,3
Sex cells,germ cell,414061,3
Sex cells,germ cell,100128071,3
Sex cells,germ cell,9457,3
Sex cells,germ cell,449520,3
Sex cells,germ cell,401067,3
Sex cells,germ cell,149018,3
Sex cells,germ cell,474354,3
Sex cells,germ cell,90506,3
Sex cells,germ cell,64232,3
Sex cells,germ cell,23762,3
Sex cells,germ cell,132954,3
Sex cells,germ cell,389458,3
Sex cells,germ cell,83853,3
Sex cells,germ cell,222194,3
Sex cells,germ cell,89765,3
Sex cells,germ cell,140856,3
Sex cells,germ cell,83447,3
Sex cells,germ cell,284422,3
Sex cells,germ cell,130560,3
Sex cells,germ cell,83659,3
Sex cells,germ cell,339669,3
Sex cells,germ cell,388946,3
Sex cells,germ cell,122664,3
Sex cells,germ cell,81629,3
Sex cells,germ cell,116225,3
Sex cells,germ cell,83639,3
Sex cells,germ cell,174,4
Sex cells,germ cell,10217,4
Sex cells,germ cell,57829,4
Sex cells,germ cell,9586,4
Sex cells,germ cell,5224,4
Sex cells,germ cell,6652,4
Sex cells,germ cell,64847,4
Sex cells,germ cell,7288,4
Sex cells,germ cell,124626,4
Sex cells,germ cell,137902,4
Blood & immune cells,germinal center b cell,8294,1
Blood & immune cells,germinal center b cell,3159,1
Blood & immune cells,germinal center b cell,3148,1
Blood & immune cells,germinal center b cell,4005,1
Blood & immune cells,germinal center b cell,3150,1
Blood & immune cells,germinal center b cell,4288,1
Blood & immune cells,germinal center b cell,91319,2
Blood & immune cells,germinal center b cell,126306,2
Blood & immune cells,germinal center b cell,9768,2
Blood & immune cells,germinal center b cell,4033,2
Blood & immune cells,germinal center b cell,9232,2
Blood & immune cells,germinal center b cell,3925,2
Blood & immune cells,germinal center b cell,57379,2
Blood & immune cells,germinal center b cell,79661,2
Blood & immune cells,germinal center b cell,23180,2
Blood & immune cells,germinal center b cell,10169,2
Blood & immune cells,germinal center b cell,79783,2
Blood & immune cells,germinal center b cell,23224,2
Blood & immune cells,germinal center b cell,8115,2
Blood & immune cells,germinal center b cell,7351,2
Blood & immune cells,germinal center b cell,9720,3
Blood & immune cells,germinal center b cell,64407,3
Blood & immune cells,germinal center b cell,57823,3
Blood & immune cells,germinal center b cell,257144,3
Blood & immune cells,germinal center b cell,605,3
Blood & immune cells,germinal center b cell,23002,3
Blood & immune cells,germinal center b cell,7430,3
Blood & immune cells,germinal center b cell,100240709,3
Blood & immune cells,germinal center b cell,56941,3
Blood & immune cells,germinal center b cell,327657,3
Blood & immune cells,germinal center b cell,440352,3
Blood & immune cells,germinal center b cell,931,3
Blood & immune cells,germinal center b cell,930,3
Blood & immune cells,germinal center b cell,952,3
Blood & immune cells,germinal center b cell,975,3
Blood & immune cells,germinal center b cell,928,3
Blood & immune cells,germinal center b cell,94239,4
Blood & immune cells,germinal center b cell,71,4
Blood & immune cells,germinal center b cell,3151,4
Blood & immune cells,germinal center b cell,4026,4
Blood & immune cells,germinal center b cell,65108,4
Stem cells,germinal stem cell,54514,2
Stem cells,germinal stem cell,10410,2
Stem cells,germline stem cell,54514,2
Stem cells,germline stem cell,10410,2
Nerve cells,glial cell,6657,1
Nerve cells,glial cell,6663,1
Nerve cells,glial cell,64321,1
Nerve cells,glial cell,8091,1
Nerve cells,glial cell,8929,1
Nerve cells,glial cell,2670,2
Nerve cells,glial cell,6271,2
Nerve cells,glial cell,2532,2
Nerve cells,glial cell,8490,2
Nerve cells,glial cell,6285,2
Nerve cells,glial cell,6876,2
Nerve cells,glial cell,348,2
Nerve cells,glial cell,1490,2
Nerve cells,glial cell,24141,2
Nerve cells,glial cell,6258,2
Nerve cells,glial cell,10252,2
Nerve cells,glial cell,7538,2
Nerve cells,glial cell,6017,2
Nerve cells,glial cell,3684,3
Nerve cells,glial cell,6507,3
Nerve cells,glial cell,4340,3
Nerve cells,glial cell,59,3
Nerve cells,glial cell,948,3
Nerve cells,glial cell,968,3
Nerve cells,glial cell,1003,3
Nerve cells,glial cell,283420,3
Nerve cells,glial cell,8174,3
Nerve cells,glial cell,83483,3
Nerve cells,glial cell,116362,3
Nerve cells,glial cell,2829,3
Nerve cells,glial cell,7122,3
Nerve cells,glial cell,6506,3
Nerve cells,glial cell,63827,3
Nerve cells,glial cell,954,3
Nerve cells,glial cell,2676,3
Nerve cells,glial cell,652,4
Nerve cells,glial cell,6356,4
Nerve cells,glial cell,1116,4
Nerve cells,glial cell,84870,4
Nerve cells,glial cell,64856,4
Nerve cells,glial cell,7482,4
Nerve cells,glial cell,81029,4
Nerve cells,glial cell,4153,4
Nerve cells,glial cell,10875,4
Nerve cells,glomerular cell,7490,1
endothelial cells,glomerular endothelial cell (ecg),5175,3
endothelial cells,glomerular endothelial cell (ecg),83483,3
endothelial cells,glomerular endothelial cell (ecg),51705,4
Epithelial cells,glomerular mesangial cell,6876,2
Nerve cells,glutamatergic neuron,23314,1
Nerve cells,glutamatergic neuron,10716,1
Nerve cells,glutamatergic neuron,64919,3
Nerve cells,glutamatergic neuron,57030,3
Nerve cells,glutamatergic neuron,57084,3
Nerve cells,glutamatergic neuron,497258,3
Nerve cells,glutamatergic neuron,114787,3
Nerve cells,glutamatergic neuron,5013,3
Epithelial cells,goblet cell,474,1
Epithelial cells,goblet cell,4288,1
Epithelial cells,goblet cell,4609,1
Epithelial cells,goblet cell,55872,1
Epithelial cells,goblet cell,1045,1
Epithelial cells,goblet cell,23613,1
Epithelial cells,goblet cell,79019,1
Epithelial cells,goblet cell,54540,1
Epithelial cells,goblet cell,5077,1
Epithelial cells,goblet cell,9841,1
Epithelial cells,goblet cell,653808,2
Epithelial cells,goblet cell,25825,2
Epithelial cells,goblet cell,79695,2
Epithelial cells,goblet cell,54474,2
Epithelial cells,goblet cell,3855,2
Epithelial cells,goblet cell,389816,2
Epithelial cells,goblet cell,10954,2
Epithelial cells,goblet cell,387849,2
Epithelial cells,goblet cell,55808,2
Epithelial cells,goblet cell,50636,2
Epithelial cells,goblet cell,9914,2
Epithelial cells,goblet cell,11041,2
Epithelial cells,goblet cell,388743,2
Epithelial cells,goblet cell,1113,2
Epithelial cells,goblet cell,10170,2
Epithelial cells,goblet cell,10595,2
Epithelial cells,goblet cell,642273,2
Epithelial cells,goblet cell,2591,2
Epithelial cells,goblet cell,3134,2
Epithelial cells,goblet cell,3429,2
Epithelial cells,goblet cell,654346,2
Epithelial cells,goblet cell,9053,2
Epithelial cells,goblet cell,114881,2
Epithelial cells,goblet cell,158158,2
Epithelial cells,goblet cell,6653,2
Epithelial cells,goblet cell,9066,2
Epithelial cells,goblet cell,54843,2
Epithelial cells,goblet cell,10103,2
Epithelial cells,goblet cell,55902,2
Epithelial cells,goblet cell,2099,2
Epithelial cells,goblet cell,2528,2
Epithelial cells,goblet cell,134266,2
Epithelial cells,goblet cell,2934,2
Epithelial cells,goblet cell,253012,2
Epithelial cells,goblet cell,4499,2
Epithelial cells,goblet cell,4542,2
Epithelial cells,goblet cell,55200,2
Epithelial cells,goblet cell,6731,2
Epithelial cells,goblet cell,8674,2
Epithelial cells,goblet cell,4072,3
Epithelial cells,goblet cell,2813,3
